start_id,type,end_id
C_R2_44A69EE965,BELONGS_TO_MODULE,M_新闻学_media-studies
C_R2_46B8099287,BELONGS_TO_MODULE,M_汉语言文学_literary-theory
C_R2_4834C1BCE1,BELONGS_TO_MODULE,M_汉语言文学_literary-theory
C_R2_48404165CB,BELONGS_TO_MODULE,M_汉语言文学_ancient-literature
C_R2_4A56204309,BELONGS_TO_MODULE,M_经济学_applied
C_R2_4C7DDAD156,BELONGS_TO_MODULE,M_数学与应用数学_algebra-geometry
C_R2_4D99A88968,BELONGS_TO_MODULE,M_法学_commercial
C_R2_4DC6C98A4B,BELONGS_TO_MODULE,M_应用心理学_domains
C_R2_4F1AB890C4,BELONGS_TO_MODULE,M_汉语言文学_literary-theory
C_R2_50145B49B4,BELONGS_TO_MODULE,M_社会学_topics
C_R2_502647D28F,BELONGS_TO_MODULE,M_国际政治_regions
C_R2_50BBC65072,BELONGS_TO_MODULE,M_英语_practice
C_R2_51595FB415,BELONGS_TO_MODULE,M_计算机科学与技术_ai-frontier
C_R2_5AD3626A2A,BELONGS_TO_MODULE,M_哲学_modern-western
C_R2_5CA8A0A66B,BELONGS_TO_MODULE,M_新闻学_foundation
C_R2_5E7BD5B42C,BELONGS_TO_MODULE,M_金融学_markets
C_R2_5EF3A80FB8,BELONGS_TO_MODULE,M_英语_area-studies
C_R2_5F0A927319,BELONGS_TO_MODULE,M_化学_general-chemistry
C_R2_607B330C05,BELONGS_TO_MODULE,M_社会学_family-gender
C_R2_6391E9B2FE,BELONGS_TO_MODULE,M_新闻学_media-studies
C_R2_66CC619F7A,BELONGS_TO_MODULE,M_英语_area-studies
C_R2_681C9DBD52,BELONGS_TO_MODULE,M_法学_commercial
C_R2_686D4CE093,BELONGS_TO_MODULE,M_金融学_engineering
C_R2_68EAD49C1D,BELONGS_TO_MODULE,M_英语_language-skills
C_R2_68F5A3BDB9,BELONGS_TO_MODULE,M_汉语言文学_literary-theory
C_R2_699DBAE5F2,BELONGS_TO_MODULE,M_法学_commercial
C_R2_69AFAEAF73,BELONGS_TO_MODULE,M_工商管理_core-management
C_R2_6B4E5C6A14,BELONGS_TO_MODULE,M_应用心理学_domains
C_R2_6D367765EF,BELONGS_TO_MODULE,M_物理学_specialty
C_R2_6DDCC2909D,BELONGS_TO_MODULE,M_历史学_ancient-china
